tconst,text,genre,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt3254614,"CLIPPED WINGS, THEY DO FLY is a feature-length, suspense movie that is loosely based on the novel of the same name by William Michael Barbee. The movie highlights the life of the lead character, ""Billy Ray Michaels."" Billy Ray suffers from Multiple Personality Disorder, compounded with Schizophrenia, and finds himself on trial for murder, a crime which he does not remember committing. Billy Ray is entangled in a world of confusion, of which, unbeknownst to him, he created. The story is told through the eyes of a few people with whom Billy Ray came in contact, including his sister, ""Jenna,"" potential boss, ""Mr. Greene,"" and his son's mother, ""Katrina,"" as they are all cross-examined by the State's Prosecution Team lead by the arrogant prosecutor, ""Toby Johnson."" From the witness stand, each tells of a different encounter with the defendant, Billy Ray, and he is slowly able to put the pieces together of his life with the help of his childhood psychotherapist, ""Dr. Shelly Neiderbach."" With Billy sometimes delusional, he sits in a crowded courtroom unaware of the severity of his dilemma. Often he's found doodling in his journal, only to have created some noteworthy poetry that will be used by his Defense Team, as they fight for his freedom.This physiological thriller is based on a cocky State Prosecutor Toby Johnson (JD Williams ) who`s challenged by his conscious to prosecute a case against Billy Ray Michaels (Usman Sharif ) who is diagnosed with Multiple Personality Disorder. Billy Ray finds himself on trial for a crime in which he dosen`t remember committing. While District Attorney Adam Stevenson ( Bill Duke ) has to manage the overly confident Toby, he`s also pressured by a zealous Mayor Goode (Frankie Faison ) to win the case. Toby reluctantly seeks advice from his father, retired Judge Johnson (Bill Cobbs ). Billy Ray`s Psychotherapist Dr. Neiderbach (Jen Bergum ), struggles to keep hidden her past with her client. This film brings awareness to people with Mental Illness.",Crime,movie,"Clipped Wings, They Do Fly","Clipped Wings, They Do Fly",0,2018,\N,80,"Crime,Drama"
tt2647424,"A young man learns to relinquish responsibility for the things which are beyond his control, and to concentrate on those things which are not.",Crime,movie,Flotsam Jetsam,Flotsam Jetsam,0,2018,\N,105,"Crime,Drama"
tt10465998,THE IMPOSIBLE MISSION. The quest to become mightier and greater in the Christian circle motivated a lot of pastors to join the Dark circle confraternity.,Crime,movie,The Imposible Mission,The Imposible Mission,0,2018,\N,63,"Action,Crime,Drama"
tt10212512,"A bitter truth of society is ""What actually exist is not visible and whereas which is not visible does appear. Behind every successful person, there is someone, so is with Psycho, who is not psychic by his/her choice. The movie "" BEDAAD"" is an attempt to smash the mask of the faces of such people.",Crime,movie,Bedaad,Bedaad,0,2018,\N,116,"Crime,Thriller"
tt9357404,"Lea, a disturbed teenager, copes with depression and bullying as best as she can. Constantly butting heads with her single, struggling mother, she is driven into a bad group of so called friends. When she witness a murder, she finds herself cornered and fiercly fighting for her own life that she had tried to take so many times.",Crime,movie,Dying Embers,Dying Embers,0,2018,\N,76,"Crime,Drama,Thriller"
tt7165212,"After a tense few months following a miscarriage and an unemployment spell, things are finally looking up for Sean (Kevin Sizemore) and Lisa Miller (Elizabeth Harnois) when Sean lands his dream job at an advertising firm. But when Sean's assistant, Jen (Cerina Vincent), his self-proclaimed ""Work Wife,"" begins vying for his affection, it soon becomes clear that she will stop at nothing to rip their marriage apart and claim him as her own.",Crime,movie,The Work Wife,The Work Wife,0,2018,\N,86,Crime
tt8649454,"Ace conman Uttam effortlessly thinks up schemes to swindle gullible and greedy folks. However on a rare occasion, things don't go according to plan and he ends up in the clutches of a ruthless gang who demand schemes from him for money.",Crime,movie,Bluff Master,Bluff Master,0,2018,\N,138,"Crime,Thriller"
tt1255919,A humorous take on Sir Arthur Conan Doyle's classic mysteries featuring Sherlock Holmes and Doctor Watson.,Crime,movie,Holmes & Watson,Holmes & Watson,0,2018,\N,90,"Comedy,Crime,Mystery"
tt7194318,"The bodies of undercover Las Vegas detectives begin turning up around the city during the holiday season. Detective Matt Striker (Matthew Bonesteel), unstable from a recent loss is assigned to the case and begins flirting with the notion that there is a leak within the department. Blame shifts quickly and no one is quite sure of the detectives innocence as he isolates himself becoming obsessed with the case, sometimes bending the law to achieve outcomes. At the same time three hit men (Cody Angelo, Chris Kulikowski and Sloan Hickson) struggle to locate the last undercover officer.",Crime,movie,Internal Affairs,Internal Affairs,0,2018,\N,\N,"Comedy,Crime"
tt6867770,"After waking from a coma Stanton searches for answers from the church as he remembers the journey he took during his sleep. He has to find God, save his wife from her demons and He has to save his friend from making a mistake with the local drug dealer which could cost him his life . Will he be able to save them. Are demons just a metaphor",Crime,movie,The Nefarious Consortium,The Nefarious Consortium,0,2018,\N,95,"Crime,Horror,Thriller"
tt6786730,Two half brothers (one of which is affected by Autism and Schizophrenia) and their American friend set about getting their lives back together when an inexperienced group of thugs violates their peace and takes them hostage.,Crime,movie,The Spiders' Man,The Spiders' Man,0,2018,\N,93,Crime
tt6094986,Roadside motel. Adjoining rooms. Four guests. A writer. A monk. A whore. A thug. Dispute. Sex. Quarrel. Murder. Who beats who?,Crime,movie,Dobryy vecher,Dobryy vecher,0,2018,\N,80,"Comedy,Crime"
tt6914542,"Set in Busan, South Korea during the 1970s, Lee Doo-sam builds an empire as a drug smuggler in the Busan underworld, while public prosecutor Kim In-goo attempts to take down Lee Doo-sam.",Crime,movie,The Drug King,Ma-yak-wang,0,2018,\N,139,"Action,Crime,Drama"
tt7855592,A young writer and the fictional detective from his stories attempt to solve a mystery while on a writers' retreat.,Crime,movie,Mysterium,Mysterium,0,2018,\N,78,"Crime,Drama,Mystery"
tt8523334,"Nicky Larson, the best private investigator in the business, is called for a high-risk mission: to recover the perfume of Cupid, a perfume that would make irresistible the one who uses it.",Crime,movie,Nicky Larson et le parfum de Cupidon,Nicky Larson et le parfum de Cupidon,0,2018,\N,91,"Action,Comedy,Crime"
tt7642618,"Derrick is in extreme debt after being put into the drug game by his associate, Antonio.",Crime,movie,Something to Prove,Something to Prove,0,2018,\N,\N,"Action,Crime,Drama"
tt7295378,"Robertico is living in Curacao with Noella Maduro. While he is preparing to ask her to marry him, something happens to Ken Maduro, Noella's dad. Things go wrong, and Noelle tells Robertico she wants a time-out and flies to her dad in The Netherlands. Noella has to take her fathers job in hosting an special auction together with an wealthy young man. When Robertico finds out about this, he also flies to The Netherlands to win over Noella. With the help of his aunt Judeska, the other staff of FC Kip""Radjesh,Noltie & Kofi"", and Asian hustler Ping Ping, he hopes he can convince her to marry him.",Crime,movie,Bon Bini Holland 2,Bon Bini Holland 2,0,2018,\N,89,"Action,Comedy,Crime"
tt8095860,"The three men, friends of childhood, will cross, compare their personal experiences and question their life of couple, family and professional.Francois Ozon's gripping drama follows three men who band together to dismantle the code of silence that continues to protect a priest who abused them decades ago. Based on events from the 2019 conviction of Cardinal Philippe Barbarin of Lyon for concealing the conduct of Father Bernard Preynat, BY THE GRACE OF GOD compassionately illustrates the varying effects of trauma on survivors and their families in this urgent portrait of resistance, the power of mobilization, and the mysteries of faith.",Crime,movie,By the Grace of God,Grâce à Dieu,0,2018,\N,137,"Crime,Drama"
tt7959026,"A 90-year-old horticulturist and Korean War veteran turns drug mule for a Mexican cartel.Clint Eastwood stars as Earl Stone, a man in his 80s who is broke, alone, and facing foreclosure of his business when he is offered a job that simply requires him to drive. Easy enough, but, unbeknownst to Earl, he's just signed on as a drug courier for a Mexican cartel. He does well, so well, in fact, that his cargo increases exponentially, and Earl is assigned a handler. But he isn't the only one keeping tabs on Earl; the mysterious new drug mule has also hit the radar of hard-charging DEA agent Colin Bates. And even as his money problems become a thing of the past, Earl's past mistakes start to weigh heavily on him, and it's uncertain if he'll have time to right those wrongs before law enforcement, or the cartel's enforcers, catch up to him.""In Peoria, Illinois, the Korean War veteran Earl Stone is a ninety year-old horticulturist that has always prioritized his work and friends over his family. He is estranged by his ex-wife Mary and his daughter Iris. When his granddaughter Ginny is celebrating her engagement with her fiancée, Earl is completely broke, and agrees to become a mule above any suspicion for the Mexican cartel, transporting drugs from Illinois to Chicago and other places under the alias Tata. He makes money and resolves many financial issues of his family and friends. Meanwhile the efficient DEA Agent, Colin Bates, is in charge of investigating the notorious cartel and the mysterious Tata with his partner Agent Treviño.",Crime,movie,The Mule,The Mule,0,2018,\N,116,"Crime,Drama,Thriller"
