tconst,convert_text,genres
tt8206940,omnibus tales horror adventure master suspense damon packard,Horror
tt8189052,young reporter investigates isolated region tale told moon story poor melancholy man plunges region turmoil violence,"Drama,Fantasy,Horror"
tt8184104,innocentlooking young boy mysteriously appears nondescript small town fear set unleash reign terror,"Drama,Horror,Mystery"
tt8179740,grace offered temporarily move small church clear wall mural immediately agrees needs money much soon learns church main relic store terrifying secrets vengeful ghosts,Horror
tt8129908,looks like nt plot summaries title yet first contribute click edit page button bottom page learn plot summary submission guide,"Comedy,Horror"
tt8129892,looks like nt plot summaries title yet first contribute click edit page button bottom page learn plot summary submission guide,"Comedy,Horror"
tt8111030,alex guy lives desolate country place surrounded rough violent people every day nt miss opportunity torment inside alex something wrong something pushes get something bloodthirsty,Horror
tt8079914,isabel fianc roberto suffers misterious accident puts coma without explanation aniel expriest expert exorcisms helps isabel find real reason roberto state might origins legend woman migrated city hundred years ago,"Fantasy,Horror,Thriller"
tt8043572,mexican cartels found new way make drugs addictive new drug flakka possessed evil demon surfaced make every user flesh eating bloody thirsty zombie,"Horror,Thriller"
tt7984130,fearing safety children two parents embark dangerous mission council ashton falls,Horror
tt7978638,girl chased psychotic killer runs house looking help discover frat house perhaps thing worse killer frat brothers,Horror
tt7948854,clayton thompson recent college graduate believes best art world created darkest hours artists lives fueled thought decides self document process writing first story films series interviews best friend girlfriend ultimately leading explanation plan get dropped unmarked north georgia mountains camera equipment minimal supplies left way communicate outside world sanity tested seeming looming presence near,"Horror,Thriller"
tt7914308,fallen hero power resurrect undead must save world deadly infection turned world population undead savages,"Action,Horror,Sci-Fi"
tt7821266,gabriel araujo lives alone daughter laura wife died car accident one day gabriel receives inheritance grandfather old house ciudad fernndez gabriel decides go house stay days daughter judge gives house gabriel tries convince want stay house invites classmates school celebrate laura birthday night ramiro gabriel brother appears home seeks reconciliation brother gabriel forgive however first nights paranormal activities manifested house happens martin one laura friends finds satanic book called devlon read demon appears seeks someone take possession body gabriel chosen one,Horror
tt7756398,four boys came know hidden truth lives journey hidden truth,"Fantasy,Horror,Mystery"
tt7665012,nearly two decades mother mysterious disappearance sofia kassie lind receive anonymous photo mother held captive remote village norway though doubtful photo authenticity sisters certain cryptic photo holds key solving decades old question mother disappearance along film crew sisters set cross country trek uncover truth village long since abandoned said roamed norwegian boogieman buse mann confined village ancient curse legend curse lifted buse mann name must repeated times living descendant village along trek drunken dare mention demon name set free comes comes us,"Horror,Sci-Fi,Thriller"
tt7644852,vicious predator descends isolated ranch lone bounty hunter must work wanted outlaw survive nightfates collide gritty supernatural horror film set wild west cimarron territory violence vice reign supreme may place woman bounty hunter ree cutter raised dust bullets youngest son notorious kilburn clan earns price head cutter hunts drag justice vicious predator descends isolated ranch leaving little hope escape unable trust anyone far spit cutter must find way work butcher order survive night,Horror
tt7640194,six nt believe legends legends centuries reason,"Horror,Thriller"
tt7593582,cleone homeless woman living streets los angeles recounts tales worked mysterious evil,Horror
tt7539144,revenge stricken man dies thing give peace killing women wronged find alone outside underwear get training devil,"Comedy,Horror"
